draw,date,winning number 1,2,3,4,5,6,extra number,from last,low,high,odd,even,1-10,11-20,21-30,31-40,41-50,division 1 winners,division 1 prize,division 2 winners,division 2 prize,division 3 winners,division 3 prize,division 4 winners,division 4 prize,division 5 winners,division 5 prize,division 6 winners,division 6 prize,division 7 winners,division 7 prize,turnover,main1,main2,main3,main4,main5,main6,extra
13/054,2013-05-12,1.0,6.0,11.0,16.0,20.0,25.0,22.0,16,5.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,355740.0,127.5,22320.0,213.0,9600.0,4505.0,640.0,4790.4,320.0,66552.1,40.0,31373459.0,1,,,,,,
13/055,2013-05-14,2.0,11.0,16.0,19.0,44.0,47.0,27.0,"11,16",4.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1912700.0,46.5,109680.0,130.0,9600.0,2446.5,640.0,3997.4,320.0,50513.8,40.0,37270330.0,2,,,,,,
13/056,2013-05-16,7.0,18.0,27.0,32.0,42.0,48.0,17.0,,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,18419630.0,4.5,346770.0,78.5,53010.0,311.5,9600.0,4011.9,640.0,7336.2,320.0,67816.3,40.0,40834305.0,7,,,,,,
13/057,2013-05-19,4.0,14.0,24.0,30.0,43.0,48.0,34.0,48,3.0,3.0,1.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,332940.0,45.0,59180.0,418.0,9600.0,2123.2,640.0,5913.5,320.0,41964.1,40.0,30110924.0,4,,,,,,
13/058,2013-05-21,11.0,12.0,16.0,18.0,23.0,31.0,36.0,,5.0,1.0,3.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,524470.0,51.0,82270.0,143.4,9600.0,3937.1,640.0,4298.5,320.0,67732.0,40.0,36126326.0,11,,,,,,
13/059,2013-05-23,12.0,24.0,27.0,45.0,47.0,49.0,6.0,12,2.0,4.0,4.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0,95730.0,139.0,9600.0,2771.0,640.0,4428.7,320.0,54537.1,40.0,40667482.0,12,,,,,,
13/060,2013-05-25,3.0,8.0,10.0,25.0,26.0,40.0,38.0,,3.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,25067670.0,7.0,191360.0,188.0,19200.0,489.0,9600.0,6725.7,640.0,9056.9,320.0,98432.4,40.0,45624115.0,3,,,,,,
13/061,2013-05-28,1.0,4.0,5.0,6.0,9.0,25.0,27.0,25,5.0,1.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,7.5,1066660.0,10.5,38400.0,531.0,19200.0,530.5,9600.0,13770.3,640.0,7906.6,320.0,110182.4,40.0,32689258.0,1,,,,,,
13/062,2013-05-30,15.0,17.0,22.0,27.0,36.0,46.0,23.0,,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,8000000.0,0.0,0.0,57.5,67370.0,98.0,9600.0,2699.0,640.0,3105.1,320.0,47099.2,40.0,29980083.0,15,,,,,,
13/063,2013-06-01,1.0,23.0,27.0,36.0,45.0,49.0,7.0,"27,36",2.0,4.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,45.5,80140.0,135.5,9600.0,2552.6,640.0,4215.3,320.0,41764.1,40.0,29578374.0,1,,,,,,
13/064,2013-06-04,9.0,17.0,26.0,36.0,40.0,48.0,2.0,36,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1981980.0,64.0,82580.0,145.5,9600.0,3068.9,640.0,4640.0,320.0,60462.6,40.0,40341214.0,9,,,,,,
13/065,2013-06-06,10.0,16.0,20.0,28.0,32.0,48.0,30.0,48,3.0,3.0,0.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,20831590.0,2.5,735750.0,67.5,72660.0,262.7,9600.0,3777.1,640.0,6499.9,320.0,66878.2,40.0,42906733.0,10,,,,,,
13/066,2013-06-09,15.0,18.0,22.0,24.0,42.0,44.0,28.0,,4.0,2.0,1.0,5.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.5,764725.0,60.0,67970.0,157.5,9600.0,2819.0,640.0,3602.7,320.0,49137.1,40.0,32665444.0,15,,,,,,
13/067,2013-06-11,1.0,14.0,21.0,35.0,39.0,40.0,5.0,,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,0.5,37413035.0,5.0,1321730.0,174.0,101280.0,469.0,9600.0,10536.6,640.0,14238.1,320.0,196171.0,40.0,133452185.0,1,,,,,,
13/068,2013-06-13,3.0,11.0,26.0,32.0,35.0,43.0,1.0,35,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3394200.0,105.0,86200.0,214.0,9600.0,5745.6,640.0,7276.0,320.0,103919.7,40.0,68671567.0,3,,,,,,
13/069,2013-06-15,9.0,14.0,27.0,29.0,42.0,45.0,44.0,,2.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,58303910.0,0.5,1784710.0,88.5,107550.0,238.0,9600.0,5841.2,640.0,7195.9,320.0,114154.9,40.0,72299395.0,9,,,,,,
13/070,2013-06-18,9.0,22.0,23.0,31.0,45.0,47.0,39.0,"9,45",3.0,3.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,8000000.0,1.0,1744440.0,40.0,116290.0,131.0,9600.0,2481.2,640.0,3302.9,320.0,49175.0,40.0,34535797.0,9,,,,,,
13/071,2013-06-20,11.0,14.0,16.0,29.0,31.0,46.0,30.0,31,3.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,8000000.0,1.5,1052440.0,42.5,99050.0,113.5,9600.0,2122.2,640.0,2952.9,320.0,42983.6,40.0,30884182.0,11,,,,,,
13/072,2013-06-22,23.0,25.0,34.0,40.0,42.0,46.0,39.0,46,1.0,5.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,25.5,173350.0,64.0,9600.0,1560.0,640.0,2178.4,320.0,32348.7,40.0,29162709.0,23,,,,,,
13/073,2013-06-25,17.0,20.0,29.0,35.0,38.0,40.0,22.0,40,2.0,4.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2073320.0,46.5,118900.0,127.0,9600.0,2642.6,640.0,3903.9,320.0,50688.4,40.0,39586013.0,17,,,,,,
13/074,2013-06-27,16.0,34.0,37.0,42.0,47.0,48.0,17.0,,1.0,5.0,2.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.5,1484080.0,57.5,103240.0,144.0,9600.0,2916.5,640.0,4740.5,320.0,57539.4,40.0,43289101.0,16,,,,,,
13/075,2013-06-29,1.0,3.0,4.0,26.0,34.0,37.0,14.0,"34,37",3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2067770.0,71.0,77660.0,249.5,9600.0,4275.2,640.0,6643.3,320.0,80204.2,40.0,47433065.0,1,,,,,,
13/076,2013-07-02,7.0,19.0,28.0,33.0,43.0,45.0,13.0,,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,185540.0,110.5,44770.0,589.0,9600.0,5520.0,640.0,12491.1,320.0,93027.6,40.0,56478658.0,7,,,,,,
13/077,2013-07-06,6.0,9.0,27.0,29.0,43.0,47.0,17.0,43,2.0,4.0,5.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,528240.0,173.5,48710.0,558.0,9600.0,9007.7,640.0,13967.9,320.0,153787.1,40.0,83263998.0,6,,,,,,
13/078,2013-07-09,1.0,4.0,15.0,38.0,40.0,46.0,49.0,,3.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,6.5,675980.0,129.5,90470.0,342.0,9600.0,6686.0,640.0,10756.0,320.0,133264.5,40.0,89860511.0,1,,,,,,
13/079,2013-07-11,14.0,26.0,28.0,38.0,39.0,45.0,8.0,38,1.0,5.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,0.5,35110875.0,3.0,1467310.0,180.0,65210.0,549.5,9600.0,8973.4,640.0,14588.5,320.0,156833.1,40.0,100386281.0,14,,,,,,
13/080,2013-07-13,7.0,14.0,18.0,23.0,32.0,46.0,42.0,14,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,44225450.0,4.5,675150.0,109.0,74320.0,320.0,9600.0,5180.5,640.0,7135.1,320.0,95673.0,40.0,64362027.0,7,,,,,,
13/081,2013-07-16,3.0,18.0,19.0,20.0,37.0,47.0,25.0,18,4.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,9.5,473340.0,137.0,87520.0,423.5,9600.0,7188.3,640.0,10520.0,320.0,137802.2,40.0,93496029.0,3,,,,,,
13/082,2013-07-18,14.0,18.0,28.0,32.0,36.0,46.0,44.0,18,2.0,4.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,4.5,922810.0,154.5,71670.0,318.0,9600.0,8532.0,640.0,8656.5,320.0,140964.8,40.0,87674813.0,14,,,,,,
13/083,2013-07-21,3.0,17.0,20.0,26.0,33.0,47.0,34.0,,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,40791000.0,4.0,1469470.0,215.0,72900.0,544.0,9600.0,10946.7,640.0,14476.3,320.0,199969.9,40.0,125779952.0,3,,,,,,
13/084,2013-07-23,6.0,8.0,17.0,22.0,28.0,32.0,20.0,17,4.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,8000000.0,0.0,0.0,82.0,37330.0,158.6,9600.0,4450.9,640.0,4311.4,320.0,70462.6,40.0,31445786.0,6,,,,,,
13/085,2013-07-25,20.0,23.0,27.0,32.0,34.0,49.0,30.0,32,2.0,4.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,8000000.0,1.5,1181620.0,27.0,175050.0,104.0,9600.0,1910.6,640.0,2809.8,320.0,40906.3,40.0,32854469.0,20,,,,,,
13/086,2013-07-27,1.0,3.0,7.0,22.0,28.0,36.0,21.0,,4.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.5,4000000.0,4.0,212520.0,142.5,19200.0,410.7,9600.0,5567.6,640.0,7145.0,320.0,81029.8,40.0,31218814.0,1,,,,,,
13/087,2013-07-30,8.0,12.0,31.0,33.0,42.0,44.0,49.0,,2.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,655870.0,50.0,104930.0,103.5,9600.0,2999.7,640.0,3246.0,320.0,58604.8,40.0,38353899.0,8,,,,,,
13/088,2013-08-01,6.0,8.0,10.0,19.0,20.0,22.0,42.0,8,6.0,0.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.5,7136690.0,2.0,728420.0,171.0,22710.0,129.5,9600.0,7094.4,640.0,4430.0,320.0,97216.9,40.0,40301356.0,6,,,,,,
13/089,2013-08-03,5.0,6.0,12.0,23.0,38.0,39.0,48.0,6,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,12093300.0,2.0,826100.0,63.5,69380.0,157.5,9600.0,3893.7,640.0,4065.0,320.0,67095.0,40.0,37208568.0,5,,,,,,
13/090,2013-08-06,4.0,11.0,15.0,19.0,32.0,44.0,42.0,,4.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,875200.0,45.5,102580.0,116.5,9600.0,2723.1,640.0,3172.0,320.0,52871.6,40.0,34841808.0,4,,,,,,
13/091,2013-08-08,13.0,15.0,23.0,25.0,26.0,29.0,9.0,15,3.0,3.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.5,701600.0,67.0,69810.0,175.0,9600.0,3221.1,640.0,5965.9,320.0,57104.0,40.0,38490105.0,13,,,,,,
13/092,2013-08-10,3.0,10.0,20.0,30.0,41.0,44.0,31.0,,3.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,78.5,57390.0,247.0,9600.0,4535.6,640.0,5120.2,320.0,69479.9,40.0,40870246.0,3,,,,,,
13/093,2013-08-13,1.0,6.0,31.0,41.0,42.0,49.0,44.0,41,2.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2318910.0,73.5,84130.0,184.0,9600.0,4544.7,640.0,5088.0,320.0,79020.3,40.0,48985871.0,1,,,,,,
13/094,2013-08-15,10.0,16.0,22.0,26.0,31.0,42.0,23.0,"31,42",3.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.5,1740160.0,65.0,107080.0,155.5,9600.0,4142.9,640.0,5730.5,320.0,78904.3,40.0,52327571.0,10,,,,,,
13/095,2013-08-17,9.0,14.0,30.0,31.0,32.0,49.0,1.0,31,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,5.5,525830.0,86.0,89670.0,307.5,9600.0,5054.6,640.0,9047.5,320.0,96360.5,40.0,63192570.0,9,,,,,,
13/096,2013-08-20,13.0,14.0,15.0,31.0,46.0,48.0,36.0,"14,31",3.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,1377010.0,88.5,124470.0,262.0,9600.0,5575.2,640.0,7841.2,320.0,109982.4,40.0,80103560.0,13,,,,,,
13/097,2013-08-22,1.0,16.0,25.0,33.0,41.0,49.0,46.0,,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34624400.0,3.0,1485700.0,231.0,51450.0,322.0,9600.0,8793.5,640.0,9000.0,320.0,144216.3,40.0,92630564.0,1,,,,,,
13/098,2013-08-24,3.0,6.0,10.0,14.0,15.0,20.0,33.0,,6.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,4000000.0,0.5,393010.0,142.0,19200.0,156.9,9600.0,5009.2,640.0,3666.5,320.0,70357.3,40.0,29656629.0,3,,,,,,
13/099,2013-08-27,9.0,14.0,29.0,30.0,32.0,36.0,20.0,14,2.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,756770.0,65.0,62090.0,156.9,9600.0,3358.3,640.0,4423.2,320.0,60290.9,40.0,34390619.0,9,,,,,,
13/100,2013-08-29,24.0,25.0,28.0,35.0,38.0,47.0,16.0,,1.0,5.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1840390.0,64.5,76080.0,150.5,9600.0,3195.5,640.0,4079.2,320.0,57842.2,40.0,38132822.0,24,,,,,,
13/101,2013-08-31,3.0,6.0,17.0,18.0,42.0,43.0,36.0,,4.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,344300.0,108.0,42500.0,244.5,9600.0,4030.9,640.0,5782.9,320.0,71601.1,40.0,41210052.0,3,,,,,,
13/102,2013-09-03,21.0,25.0,26.0,33.0,35.0,39.0,17.0,,1.0,5.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,26604050.0,2.0,1319710.0,67.5,104270.0,197.5,9600.0,3563.4,640.0,5558.8,320.0,73344.4,40.0,52269772.0,21,,,,,,
13/103,2013-09-05,1.0,7.0,22.0,28.0,29.0,49.0,37.0,,3.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,526000.0,123.5,22710.0,164.4,9600.0,4952.4,640.0,3874.9,320.0,72757.8,40.0,30750197.0,1,,,,,,
13/104,2013-09-07,7.0,10.0,17.0,18.0,28.0,30.0,6.0,"7,28",4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,154360.0,116.0,24830.0,367.2,9600.0,4824.8,640.0,7904.1,320.0,72533.4,40.0,36648286.0,7,,,,,,
13/105,2013-09-10,8.0,12.0,19.0,39.0,48.0,49.0,17.0,,3.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,930200.0,83.5,59410.0,213.5,9600.0,5256.5,640.0,5078.4,320.0,83231.3,40.0,44439814.0,8,,,,,,
13/106,2013-09-12,1.0,14.0,26.0,28.0,31.0,48.0,36.0,48,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,23254270.0,2.0,1071900.0,78.5,72820.0,222.5,9600.0,3995.9,640.0,6019.2,320.0,77353.2,40.0,47072568.0,1,,,,,,
13/107,2013-09-14,6.0,21.0,29.0,39.0,40.0,47.0,33.0,,2.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1601020.0,39.5,108080.0,71.0,9600.0,2015.2,640.0,2928.2,320.0,39355.6,40.0,30021678.0,6,,,,,,
13/108,2013-09-16,17.0,22.0,31.0,39.0,45.0,47.0,49.0,"39,47",2.0,4.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,12902140.0,1.0,1634040.0,55.0,79220.0,82.0,9600.0,2128.0,640.0,3303.0,320.0,39191.0,40.0,31008824.0,17,,,,,,
13/109,2013-09-19,3.0,15.0,18.0,26.0,45.0,49.0,41.0,45,3.0,3.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,0.5,41984065.0,8.5,939920.0,232.0,91830.0,521.5,9600.0,13264.0,640.0,15523.2,320.0,256560.8,40.0,161584207.0,3,,,,,,
13/110,2013-09-21,22.0,25.0,35.0,36.0,39.0,47.0,31.0,,1.0,5.0,4.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,1052320.0,125.0,67340.0,290.0,9600.0,5426.6,640.0,8342.6,320.0,99465.7,40.0,66728177.0,22,,,,,,
13/111,2013-09-24,13.0,25.0,26.0,29.0,30.0,39.0,19.0,"25,39",1.0,5.0,4.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,1276560.0,162.2,62960.0,355.0,9600.0,7641.9,640.0,9797.7,320.0,132122.7,40.0,82917426.0,13,,,,,,
13/112,2013-09-26,3.0,6.0,7.0,9.0,11.0,28.0,34.0,,5.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,16641090.0,7.5,160900.0,820.2,19200.0,624.0,9600.0,28132.1,640.0,14518.8,320.0,315291.1,40.0,104675185.0,3,,,,,,
13/113,2013-09-28,33.0,39.0,40.0,43.0,48.0,49.0,34.0,,0.0,6.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,0.5,4000000.0,4.5,326060.0,103.5,37800.0,142.0,9600.0,2981.0,640.0,3080.9,320.0,46542.6,40.0,31237130.0,33,,,,,,
13/114,2013-09-30,1.0,11.0,29.0,40.0,43.0,44.0,4.0,"40,43",2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0,134660.0,100.0,9600.0,1899.1,640.0,3557.2,320.0,40253.3,40.0,30355885.0,1,,,,,,
13/115,2013-10-03,14.0,17.0,26.0,32.0,35.0,41.0,15.0,,2.0,4.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,0.5,8726735.0,0.5,1198625.0,94.5,67640.0,178.5,9600.0,4057.4,640.0,5392.0,320.0,69694.0,40.0,48862692.0,14,,,,,,
13/116,2013-10-05,4.0,6.0,9.0,29.0,31.0,36.0,20.0,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1370970.0,84.5,43260.0,217.5,9600.0,5698.9,640.0,5708.3,320.0,92189.0,40.0,39432042.0,4,,,,,,
13/117,2013-10-08,1.0,3.0,6.0,7.0,15.0,27.0,30.0,6,5.0,1.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,3.5,5191970.0,6.0,229640.0,239.0,19200.0,446.3,9600.0,11372.8,640.0,9430.8,320.0,140385.7,40.0,51385237.0,1,,,,,,
13/118,2013-10-10,8.0,9.0,11.0,16.0,17.0,38.0,20.0,,5.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.5,726190.0,88.5,32820.0,211.5,9600.0,4757.4,640.0,5299.2,320.0,80569.9,40.0,33284946.0,8,,,,,,
13/119,2013-10-13,24.0,28.0,35.0,37.0,42.0,48.0,38.0,,1.0,5.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.5,983270.0,72.5,72330.0,134.0,9600.0,3181.5,640.0,4425.5,320.0,56874.9,40.0,39667804.0,24,,,,,,
13/120,2013-10-15,4.0,20.0,27.0,33.0,41.0,46.0,12.0,,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.5,10851060.0,1.0,2273070.0,58.5,103610.0,161.0,9600.0,2592.5,640.0,4393.0,320.0,54261.0,40.0,43395498.0,4,,,,,,
13/121,2013-10-17,1.0,11.0,24.0,35.0,44.0,45.0,49.0,,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,8344915.0,1.0,1946250.0,62.5,83040.0,178.0,9600.0,3066.2,640.0,5150.0,320.0,57184.1,40.0,40490457.0,1,,,,,,
13/122,2013-10-19,1.0,10.0,31.0,41.0,44.0,47.0,18.0,"1,44",2.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.5,891580.0,37.5,126800.0,108.0,9600.0,2941.2,640.0,3275.9,320.0,50754.5,40.0,35298297.0,1,,,,,,
13/123,2013-10-22,5.0,9.0,34.0,36.0,41.0,49.0,26.0,41,2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1123890.0,70.0,85630.0,192.5,9600.0,3591.0,640.0,5428.0,320.0,72372.7,40.0,46750892.0,5,,,,,,
13/124,2013-10-24,9.0,10.0,22.0,24.0,43.0,44.0,30.0,9,4.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,27369500.0,2.5,805350.0,103.5,51870.0,313.5,9600.0,4862.1,640.0,6242.4,320.0,85311.1,40.0,48669269.0,9,,,,,,
13/125,2013-10-26,6.0,15.0,30.0,38.0,47.0,48.0,40.0,,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1502760.0,31.5,127210.0,96.5,9600.0,2060.5,640.0,2770.5,320.0,43057.2,40.0,29376359.0,6,,,,,,
13/126,2013-10-29,1.0,20.0,22.0,25.0,34.0,47.0,17.0,47,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,42.5,125530.0,147.0,9600.0,2581.7,640.0,4276.7,320.0,52864.3,40.0,39265357.0,1,,,,,,
13/127,2013-10-31,2.0,9.0,29.0,43.0,46.0,47.0,21.0,47,2.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,44.5,136880.0,142.5,9600.0,3216.0,640.0,4388.2,320.0,66355.2,40.0,44849354.0,2,,,,,,
13/128,2013-11-02,8.0,18.0,19.0,29.0,31.0,34.0,36.0,29,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.5,16145210.0,1.0,2383700.0,81.0,78470.0,170.0,9600.0,4427.5,640.0,5253.0,320.0,81700.3,40.0,49773403.0,8,,,,,,
13/129,2013-11-05,4.0,22.0,25.0,37.0,38.0,42.0,20.0,,2.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.5,1542330.0,59.7,103330.0,145.0,9600.0,3718.4,640.0,4370.0,320.0,66938.7,40.0,45919322.0,4,,,,,,
13/130,2013-11-07,4.0,9.0,14.0,26.0,30.0,42.0,21.0,"4,42",3.0,3.0,1.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.5,1563980.0,76.0,82310.0,196.0,9600.0,4675.3,640.0,5475.0,320.0,84330.0,40.0,50343853.0,4,,,,,,
13/131,2013-11-10,13.0,31.0,32.0,35.0,39.0,42.0,16.0,42,1.0,5.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,2771180.0,76.0,97230.0,231.0,9600.0,4497.7,640.0,6654.9,320.0,83473.3,40.0,57159863.0,13,,,,,,
13/132,2013-11-12,18.0,19.0,21.0,28.0,47.0,49.0,46.0,,3.0,3.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,47714340.0,6.0,515390.0,110.5,74620.0,297.5,9600.0,5782.5,640.0,6920.0,320.0,105042.6,40.0,65977260.0,18,,,,,,
13/133,2013-11-14,3.0,8.0,10.0,25.0,29.0,34.0,32.0,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,69.5,50270.0,104.7,9600.0,3859.6,640.0,3131.9,320.0,64169.5,40.0,30822750.0,3,,,,,,
13/134,2013-11-16,1.0,8.0,17.0,32.0,39.0,43.0,48.0,8,3.0,3.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,28.5,170740.0,113.5,9600.0,2586.2,640.0,3811.0,320.0,53020.5,40.0,36025904.0,1,,,,,,
13/135,2013-11-19,12.0,27.0,35.0,44.0,47.0,49.0,36.0,,1.0,5.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,0.5,11838315.0,5.5,428290.0,75.0,83750.0,210.0,9600.0,3756.0,640.0,5170.5,320.0,70724.1,40.0,48445488.0,12,,,,,,
13/136,2013-11-21,3.0,6.0,8.0,23.0,25.0,49.0,4.0,49,4.0,2.0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,0.5,7976880.0,3.0,457270.0,87.0,42040.0,271.0,9600.0,4818.4,640.0,7429.4,320.0,82410.4,40.0,39646555.0,3,,,,,,
13/137,2013-11-23,3.0,18.0,20.0,21.0,30.0,41.0,13.0,3,4.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.5,1106170.0,54.5,81180.0,148.5,9600.0,3016.0,640.0,4063.4,320.0,53334.0,40.0,35083788.0,3,,,,,,
13/138,2013-11-26,9.0,10.0,12.0,31.0,34.0,44.0,18.0,,3.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.5,1006575.0,83.5,64290.0,149.7,9600.0,4330.5,640.0,5273.8,320.0,80665.8,40.0,44206096.0,9,,,,,,
13/139,2013-11-28,3.0,6.0,21.0,33.0,34.0,43.0,9.0,34,3.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.5,464190.0,82.5,52510.0,413.5,9600.0,4074.6,640.0,9693.2,320.0,72444.1,40.0,45331946.0,3,,,,,,
13/140,2013-11-30,2.0,15.0,19.0,34.0,42.0,45.0,14.0,34,3.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.5,1253360.0,67.5,99030.0,169.0,9600.0,3575.0,640.0,4751.9,320.0,65538.9,40.0,48920127.0,2,,,,,,
13/141,2013-12-03,1.0,17.0,24.0,29.0,39.0,40.0,21.0,,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.5,1294770.0,124.0,69610.0,237.5,9600.0,6261.6,640.0,6995.9,320.0,114771.2,40.0,68205230.0,1,,,,,,
13/142,2013-12-05,1.0,16.0,17.0,19.0,26.0,46.0,29.0,"1,17",4.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.5,2737840.0,109.0,100470.0,267.5,9600.0,6871.3,640.0,9120.0,320.0,130592.4,40.0,83692379.0,1,,,,,,
